"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TRINITY_DN12558_c0_g1_i1",19.4016669583028,-5.08946303538642,1.45166982022527,-3.50593706948914,0.0004550027840637,0.0795833932531655
"TRINITY_DN13364_c0_g1_i3",40.8396986545692,-1.08919827338983,0.275904105819165,-3.94774216989623,7.8891700207865e-05,0.0795833932531655
"TRINITY_DN16374_c0_g1_i1",14.6838948770083,-2.58456014058574,0.714083980819922,-3.61940641438015,0.000295279574990023,0.0795833932531655
"TRINITY_DN18599_c0_g1_i1",90.2294940669521,-5.56947889355746,1.54884747944552,-3.59588595227678,0.000323289422228939,0.0795833932531655
"TRINITY_DN20439_c0_g1_i4",11.4581142696005,1.41412094876349,0.401624157259689,3.52100570446794,0.000429913367934546,0.0795833932531655
"TRINITY_DN2102_c0_g1_i1",27.7978879263364,2.33423950417802,0.573274328740306,4.07176701825669,4.6657835612117e-05,0.0795833932531655
"TRINITY_DN2375_c0_g1_i1",79.4062453918876,-4.13417674306607,1.14699358926922,-3.60435906681926,0.000312924193433006,0.0795833932531655
"TRINITY_DN2537_c0_g1_i1",32.4891853190298,-1.39601978886527,0.385029239083289,-3.6257500656029,0.000288123925333654,0.0795833932531655
"TRINITY_DN26360_c0_g1_i1",15.8792608147179,2.57444889683788,0.738547609997732,3.48582658990094,0.000490618933650224,0.0795833932531655
"TRINITY_DN30283_c0_g1_i1",10.8880883583777,1.96462968182431,0.555594470835416,3.53608573330509,0.000406102877678016,0.0795833932531655
"TRINITY_DN32839_c0_g1_i6",29.3172052602519,-1.01106978776462,0.286306859149099,-3.53142006715977,0.000413334766039094,0.0795833932531655
"TRINITY_DN33557_c0_g1_i2",13.3959674935502,2.15141948194653,0.553887471772619,3.88421762828701,0.000102659924277588,0.0795833932531655
"TRINITY_DN3706_c0_g1_i2",15.1529966561582,2.76778361752218,0.72464165222054,3.81952046096271,0.000133711368380365,0.0795833932531655
"TRINITY_DN3914_c0_g1_i2",17.8923904151819,-1.40729526693373,0.399117786274917,-3.52601491421474,0.000421863211063222,0.0795833932531655
"TRINITY_DN42968_c0_g1_i2",13.2262080506586,-1.7407263800446,0.481897089562648,-3.6122367570728,0.000303567211069262,0.0795833932531655
"TRINITY_DN43955_c0_g1_i2",164.919592952621,-4.24249760282455,1.21992303821613,-3.47767643525143,0.000505780062122908,0.0795833932531655
"TRINITY_DN48942_c0_g1_i1",123.414806524176,-5.03886153070583,1.42105120061112,-3.54586909221771,0.000391320551416518,0.0795833932531655
"TRINITY_DN649618_c0_g1_i1",70.3406389317019,-4.54786706091155,1.25966388695699,-3.61038139459405,0.000305747089514523,0.0795833932531655
"TRINITY_DN7447_c0_g1_i1",49.1935055712954,-1.34985785247164,0.339126963581606,-3.9803908194602,6.8802059646964e-05,0.0795833932531655
"TRINITY_DN7612_c0_g1_i1",57.1557680189333,-1.14137576232865,0.32387458848212,-3.52412879219037,0.000424877677114541,0.0795833932531655
"TRINITY_DN9051_c0_g1_i3",64.4358709901986,-4.88352414672837,1.35387529245317,-3.60707088307936,0.000309673085045655,0.0795833932531655
"TRINITY_DN97676_c0_g1_i2",31.8877675277939,-1.87183773213094,0.536532274924242,-3.48877005096338,0.00048524838921075,0.0795833932531655
"TRINITY_DN99165_c0_g1_i2",14.826908278272,-1.20842668633006,0.328308035538346,-3.68077096970389,0.000232529801338675,0.0795833932531655
